,condition
35722,1
35723,1
35724,0
35725,1
35726,1
35727,2
35728,2
35729,2
35730,1
35731,1
35732,0
35733,1
35734,0
35735,2
35736,0
35737,0
35738,1
35739,1
35740,1
35741,1
35742,1
35743,0
35744,1
35745,1
35746,1
35747,0
35748,2
35749,0
35750,0
35751,0
35752,2
35753,1
35754,2
35755,0
35756,0
35757,0
35758,1
35759,0
35760,1
35761,0
35762,1
35763,1
35764,1
35765,1
35766,1
35767,1
35768,1
35769,1
35770,2
35771,2
35772,0
35773,1
35774,0
35775,2
35776,1
35777,1
35778,2
35779,2
35780,1
35781,1
35782,0
35783,1
35784,1
35785,2
35786,0
35787,1
35788,1
35789,2
35790,1
35791,1
35792,0
35793,1
35794,2
35795,1
35796,1
35797,2
35798,0
35799,1
35800,0
35801,1
35802,1
35803,0
35804,1
35805,1
35806,0
35807,1
35808,2
35809,1
35810,1
35811,1
35812,1
35813,2
35814,2
35815,1
35816,1
35817,0
35818,1
35819,1
35820,1
35821,1
35822,1
35823,0
35824,0
35825,1
35826,2
35827,0
35828,0
35829,0
35830,0
35831,0
35832,1
35833,1
35834,1
35835,0
35836,1
35837,0
35838,1
35839,2
35840,2
35841,1
35842,1
35843,0
35844,1
35845,1
35846,1
35847,2
35848,1
35849,2
35850,0
35851,1
35852,1
35853,1
35854,0
35855,1
35856,0
35857,1
35858,1
35859,1
35860,1
35861,1
35862,1
35863,1
35864,1
35865,1
35866,0
35867,1
35868,1
35869,0
35870,1
35871,0
35872,1
35873,1
35874,1
35875,1
35876,1
35877,0
35878,0
35879,2
35880,2
35881,1
35882,1
35883,1
35884,1
35885,1
35886,2
35887,1
35888,2
35889,0
35890,1
35891,0
35892,1
35893,1
35894,1
35895,1
35896,1
35897,0
35898,0
35899,2
35900,1
35901,2
35902,0
35903,1
35904,2
35905,1
35906,2
35907,1
35908,0
35909,1
35910,2
35911,2
35912,1
35913,1
35914,1
35915,1
35916,2
35917,0
35918,1
35919,2
35920,0
35921,1
35922,0
35923,1
35924,1
35925,0
35926,1
35927,0
35928,1
35929,1
35930,1
35931,0
35932,0
35933,1
35934,2
35935,0
35936,1
35937,0
35938,0
35939,2
35940,1
35941,1
35942,1
35943,2
35944,0
35945,1
35946,0
35947,0
35948,1
35949,1
35950,1
35951,2
35952,1
35953,1
35954,2
35955,1
35956,1
35957,1
35958,1
35959,1
35960,1
35961,1
35962,0
35963,1
35964,1
35965,0
35966,2
35967,0
35968,1
35969,1
35970,1
35971,0
35972,0
35973,1
35974,1
35975,1
35976,2
35977,1
35978,1
35979,2
35980,0
35981,0
35982,1
35983,1
35984,1
35985,1
35986,0
35987,1
35988,1
35989,1
35990,0
35991,1
35992,1
35993,0
35994,1
35995,0
35996,1
35997,0
35998,0
35999,0
36000,1
36001,0
36002,0
36003,0
36004,0
36005,0
36006,2
36007,0
36008,0
36009,0
36010,0
36011,2
36012,1
36013,1
36014,2
36015,1
36016,0
36017,1
36018,1
36019,0
36020,1
36021,1
36022,1
36023,1
36024,0
36025,0
36026,2
36027,2
36028,2
36029,2
36030,1
36031,1
36032,2
36033,0
36034,1
36035,1
36036,1
36037,1
36038,0
36039,1
36040,1
36041,0
36042,1
36043,1
36044,1
36045,2
36046,1
36047,0
36048,1
36049,1
36050,0
36051,1
36052,1
36053,1
36054,1
36055,1
36056,0
36057,0
36058,0
36059,1
36060,2
36061,1
36062,0
36063,1
36064,1
36065,2
36066,1
36067,1
36068,1
36069,1
36070,0
36071,0
36072,0
36073,1
36074,1
36075,0
36076,2
36077,1
36078,1
36079,1
36080,1
36081,1
36082,1
36083,1
36084,0
36085,0
36086,0
36087,1
36088,1
36089,0
36090,0
36091,0
36092,0
36093,1
36094,1
36095,1
36096,1
36097,1
36098,0
36099,1
36100,0
36101,0
36102,0
36103,0
36104,1
36105,0
36106,2
36107,1
36108,2
36109,1
36110,1
36111,0
36112,2
36113,1
36114,1
36115,1
36116,0
36117,2
36118,1
36119,0
36120,1
36121,2
36122,1
36123,1
36124,1
36125,0
36126,1
36127,1
36128,2
36129,1
36130,1
36131,0
36132,1
36133,2
36134,1
36135,0
36136,1
36137,1
36138,0
36139,1
36140,1
36141,0
36142,1
36143,1
36144,1
36145,0
36146,1
36147,0
36148,1
36149,0
36150,2
36151,2
36152,0
36153,1
36154,2
36155,1
36156,1
36157,2
36158,1
36159,2
36160,1
36161,2
36162,2
36163,2
36164,1
36165,0
36166,1
36167,1
36168,2
36169,2
36170,1
36171,1
36172,0
36173,1
36174,1
36175,2
36176,0
36177,1
36178,0
36179,0
36180,1
36181,0
36182,1
36183,0
36184,0
36185,1
36186,2
36187,0
36188,2
36189,1
36190,2
36191,0
36192,2
36193,1
36194,0
36195,0
36196,2
36197,0
36198,1
36199,1
36200,0
36201,0
36202,0
36203,1
36204,1
36205,0
36206,0
36207,0
36208,1
36209,0
36210,2
36211,1
36212,1
36213,1
36214,1
36215,0
36216,0
36217,1
36218,0
36219,1
36220,1
36221,1
36222,1
36223,1
36224,1
36225,1
36226,0
36227,1
36228,0
36229,0
36230,0
36231,0
36232,0
36233,1
36234,0
36235,1
36236,1
36237,1
36238,1
36239,2
36240,0
36241,1
36242,0
36243,1
36244,0
36245,0
36246,1
36247,1
36248,0
36249,0
36250,1
36251,1
36252,1
36253,0
36254,1
36255,1
36256,1
36257,0
36258,1
36259,1
36260,0
36261,2
36262,0
36263,1
36264,1
36265,1
36266,1
36267,1
36268,1
36269,0
36270,1
36271,0
36272,1
36273,1
36274,0
36275,1
36276,0
36277,0
36278,1
36279,2
36280,0
36281,1
36282,0
36283,1
36284,0
36285,1
36286,0
36287,1
36288,1
36289,1
36290,1
36291,1
36292,0
36293,0
36294,1
36295,1
36296,1
36297,1
36298,0
36299,1
36300,1
36301,1
36302,0
36303,1
36304,0
36305,0
36306,1
36307,1
36308,2
36309,1
36310,1
36311,0
36312,2
36313,1
36314,1
36315,1
36316,0
36317,1
36318,1
36319,1
36320,2
36321,0
36322,1
36323,1
36324,1
36325,1
36326,1
36327,0
36328,1
36329,0
36330,0
36331,1
36332,0
36333,0
36334,0
36335,1
36336,2
36337,1
36338,1
36339,0
36340,1
36341,0
36342,1
36343,0
36344,1
36345,1
36346,1
36347,1
36348,2
36349,2
36350,1
36351,0
36352,2
36353,0
36354,1
36355,1
36356,1
36357,1
36358,1
36359,1
36360,1
36361,1
36362,1
36363,0
36364,2
36365,1
36366,1
36367,1
36368,0
36369,0
36370,1
36371,1
36372,1
36373,1
36374,1
36375,1
36376,1
36377,1
36378,2
36379,1
36380,1
36381,1
36382,1
36383,1
36384,0
36385,1
36386,1
36387,2
36388,0
36389,0
36390,1
36391,1
36392,2
36393,1
36394,2
36395,1
36396,1
36397,1
36398,1
36399,0
36400,1
36401,2
36402,0
36403,0
36404,1
36405,0
36406,1
36407,1
36408,1
36409,0
36410,1
36411,1
36412,0
36413,1
36414,1
36415,1
36416,0
36417,1
36418,1
36419,1
36420,1
36421,1
36422,1
36423,1
36424,1
36425,2
36426,1
36427,0
36428,1
36429,1
36430,1
36431,0
36432,1
36433,1
36434,1
36435,1
36436,0
36437,1
36438,1
36439,2
36440,1
36441,1
36442,1
36443,0
36444,2
36445,1
36446,2
36447,1
36448,0
36449,0
36450,1
36451,1
36452,0
36453,2
36454,1
36455,0
36456,1
36457,1
36458,1
36459,0
36460,1
36461,1
36462,0
36463,2
36464,1
36465,1
36466,0
36467,1
36468,2
36469,1
36470,1
36471,1
36472,1
36473,0
36474,1
36475,2
36476,2
36477,1
36478,1
36479,0
36480,0
36481,1
36482,0
36483,1
36484,1
36485,2
36486,2
36487,1
36488,1
36489,1
36490,0
36491,1
36492,1
36493,0
36494,0
36495,1
36496,1
36497,2
36498,1
36499,1
36500,1
36501,1
36502,1
36503,1
36504,0
36505,1
36506,0
36507,1
36508,0
36509,1
36510,0
36511,1
36512,1
36513,1
36514,0
36515,1
36516,2
36517,0
36518,0
36519,2
36520,1
36521,1
36522,1
36523,0
36524,0
36525,1
36526,1
36527,0
36528,1
36529,1
36530,0
36531,0
36532,1
36533,1
36534,1
36535,1
36536,0
36537,0
36538,0
36539,1
36540,0
36541,0
36542,2
36543,0
36544,1
36545,0
36546,2
36547,1
36548,1
36549,2
36550,2
36551,2
36552,1
36553,0
36554,2
36555,2
36556,0
36557,2
36558,1
36559,1
36560,2
36561,0
36562,0
36563,1
36564,1
36565,0
36566,0
36567,0
36568,1
36569,1
36570,2
36571,1
36572,1
36573,1
36574,1
36575,0
36576,1
36577,2
36578,0
36579,1
36580,0
36581,0
36582,2
36583,0
36584,1
36585,0
36586,1
36587,1
36588,2
36589,1
36590,0
36591,1
36592,0
36593,2
36594,0
36595,2
36596,1
36597,0
36598,2
36599,0
36600,1
36601,0
36602,2
36603,0
36604,1
36605,0
36606,1
36607,2
36608,0
36609,1
36610,1
36611,0
36612,0
36613,0
36614,2
36615,1
36616,1
36617,1
36618,1
36619,1
36620,0
36621,0
36622,1
36623,1
36624,2
36625,1
36626,1
36627,1
36628,2
36629,2
36630,1
36631,2
36632,0
36633,0
36634,1
36635,0
36636,1
36637,2
36638,0
36639,2
36640,1
36641,0
36642,2
36643,2
36644,0
36645,2
36646,1
36647,1
36648,1
36649,1
36650,0
36651,0
36652,2
36653,0
36654,0
36655,0
36656,2
36657,1
36658,1
36659,1
36660,1
36661,2
36662,2
36663,1
36664,1
36665,0
36666,0
36667,0
36668,2
36669,2
36670,1
36671,0
36672,0
36673,1
36674,1
36675,1
36676,1
36677,1
36678,1
36679,1
36680,0
36681,1
36682,0
36683,0
36684,0
36685,0
36686,1
36687,1
36688,0
36689,1
36690,0
36691,0
36692,2
36693,2
36694,0
36695,1
36696,2
36697,1
36698,2
36699,0
36700,1
36701,1
36702,1
36703,1
36704,1
36705,1
36706,0
36707,0
36708,2
36709,0
36710,0
36711,2
36712,1
36713,1
36714,1
36715,0
36716,0
36717,0
36718,2
36719,1
36720,1
36721,2
36722,1
36723,2
36724,1
36725,0
36726,1
36727,0
36728,1
36729,0
36730,0
36731,0
36732,1
36733,0
36734,1
36735,2
36736,2
36737,2
36738,2
36739,2
36740,0
36741,0
36742,2
36743,2
36744,1
36745,2
36746,1
36747,1
36748,1
36749,1
36750,1
36751,1
36752,1
36753,1
36754,1
36755,1
36756,2
36757,2
36758,0
36759,0
36760,1
36761,1
36762,0
36763,0
36764,1
36765,2
36766,2
36767,2
36768,1
36769,2
36770,2
36771,1
36772,1
36773,0
36774,1
36775,0
36776,1
36777,1
36778,1
36779,1
36780,1
36781,2
36782,0
36783,0
36784,0
36785,0
36786,1
36787,1
36788,1
36789,1
36790,2
36791,0
36792,1
36793,0
36794,1
36795,1
36796,1
36797,1
36798,1
36799,2
36800,1
36801,0
36802,1
36803,0
36804,1
36805,2
36806,1
36807,0
36808,1
36809,2
36810,2
36811,0
36812,1
36813,1
36814,1
36815,0
36816,2
36817,1
36818,1
36819,0
36820,1
36821,0
36822,1
36823,0
36824,1
36825,0
36826,0
36827,1
36828,0
36829,1
36830,1
36831,1
36832,2
36833,1
36834,1
36835,2
36836,2
36837,0
36838,0
36839,2
36840,2
36841,1
36842,0
36843,0
36844,1
36845,0
36846,1
36847,1
36848,1
36849,2
36850,1
36851,1
36852,0
36853,1
36854,1
36855,1
36856,1
36857,1
36858,1
36859,0
36860,1
36861,0
36862,0
36863,1
36864,1
36865,1
36866,2
36867,0
36868,1
36869,1
36870,0
36871,0
36872,0
36873,1
36874,0
36875,0
36876,0
36877,0
36878,1
36879,1
36880,0
36881,1
36882,1
36883,0
36884,2
36885,0
36886,1
36887,1
36888,2
36889,0
36890,0
36891,0
36892,0
36893,1
36894,2
36895,1
36896,1
36897,0
36898,0
36899,1
36900,1
36901,1
36902,0
36903,2
36904,1
36905,2
36906,0
36907,2
36908,1
36909,0
36910,0
36911,1
36912,1
36913,0
36914,1
36915,0
36916,2
36917,1
36918,1
36919,1
36920,0
36921,2
36922,0
36923,1
36924,1
36925,0
36926,1
36927,0
36928,1
36929,2
36930,2
36931,0
36932,0
36933,1
36934,1
36935,1
36936,1
36937,1
36938,0
36939,0
36940,1
36941,0
36942,1
36943,1
36944,1
36945,1
36946,2
36947,1
36948,1
36949,0
36950,1
36951,0
36952,1
36953,1
36954,1
36955,0
36956,1
36957,1
36958,0
36959,0
36960,1
36961,1
36962,2
36963,1
36964,1
36965,2
36966,2
36967,1
36968,1
36969,2
36970,1
36971,2
36972,1
36973,0
36974,1
36975,2
36976,1
36977,0
36978,1
36979,1
36980,1
36981,2
36982,1
36983,1
36984,2
36985,2
36986,0
36987,1
36988,1
36989,0
36990,1
36991,1
36992,0
36993,0
36994,1
36995,1
36996,0
36997,1
36998,2
36999,1
37000,2
37001,2
37002,0
37003,1
37004,1
37005,0
37006,2
37007,2
37008,2
37009,1
37010,1
37011,0
37012,1
37013,1
37014,0
37015,1
37016,1
37017,1
37018,1
37019,2
37020,1
37021,0
37022,1
37023,1
37024,0
37025,1
37026,1
37027,2
37028,1
37029,0
37030,0
37031,0
37032,1
37033,2
37034,1
37035,0
37036,1
37037,1
37038,1
37039,0
37040,0
37041,1
37042,1
37043,2
37044,2
37045,1
37046,2
37047,2
37048,1
37049,1
37050,0
37051,0
37052,1
37053,1
37054,0
37055,1
37056,1
37057,2
37058,1
37059,1
37060,1
37061,0
37062,2
37063,0
37064,1
37065,1
37066,0
37067,1
37068,1
37069,2
37070,0
37071,1
37072,1
37073,0
37074,0
37075,1
37076,2
37077,2
37078,1
37079,1
37080,1
37081,1
37082,1
37083,0
37084,2
37085,1
37086,0
37087,1
37088,0
37089,1
37090,2
37091,1
37092,0
37093,1
37094,1
37095,1
37096,2
37097,1
37098,1
37099,1
37100,1
37101,1
37102,1
37103,1
37104,0
37105,0
37106,0
37107,1
37108,1
37109,2
37110,1
37111,2
37112,1
37113,0
37114,1
37115,2
37116,0
37117,2
37118,1
37119,2
37120,1
37121,1
37122,2
37123,1
37124,2
37125,1
37126,1
37127,0
37128,1
37129,1
37130,0
37131,1
37132,2
37133,2
37134,1
37135,0
37136,1
37137,1
37138,1
37139,1
37140,1
37141,0
37142,1
37143,1
37144,1
37145,0
37146,1
37147,0
37148,2
37149,0
37150,1
37151,0
37152,1
37153,0
37154,2
37155,1
37156,0
37157,0
37158,1
37159,1
37160,1
37161,1
37162,1
37163,1
37164,1
37165,1
37166,1
37167,1
37168,0
37169,0
37170,2
37171,1
37172,1
37173,0
37174,1
37175,1
37176,0
37177,1
37178,0
37179,1
37180,0
37181,1
37182,2
37183,0
37184,0
37185,1
37186,1
37187,1
37188,0
37189,1
37190,0
37191,0
37192,1
37193,2
37194,0
37195,0
37196,1
37197,1
37198,1
37199,2
37200,1
37201,1
37202,1
37203,1
37204,1
37205,1
37206,1
37207,2
37208,0
37209,1
37210,1
37211,0
37212,1
37213,1
37214,2
37215,1
37216,0
37217,2
37218,1
37219,2
37220,1
37221,2
37222,1
37223,1
37224,1
37225,1
37226,1
37227,2
37228,1
37229,0
37230,0
37231,1
37232,1
37233,2
37234,1
37235,0
37236,1
37237,1
37238,1
37239,1
37240,1
37241,1
37242,1
37243,1
37244,1
37245,2
37246,1
37247,2
37248,0
37249,1
37250,1
37251,1
37252,1
37253,0
37254,1
37255,0
37256,2
37257,1
37258,0
37259,1
37260,1
37261,0
37262,1
37263,1
37264,0
37265,1
37266,2
37267,1
37268,0
37269,0
37270,1
37271,1
37272,0
37273,1
37274,1
37275,0
37276,1
37277,2
37278,1
37279,0
37280,1
37281,0
37282,2
37283,1
37284,0
37285,1
37286,1
37287,1
37288,1
37289,1
37290,2
37291,1
37292,0
37293,2
37294,0
37295,0
37296,0
37297,0
37298,0
37299,0
37300,1
37301,1
37302,1
37303,0
37304,1
37305,1
37306,1
37307,1
37308,1
37309,1
37310,1
37311,0
37312,0
37313,0
37314,0
37315,0
37316,1
37317,1
37318,0
37319,1
37320,1
37321,0
37322,1
37323,1
37324,0
37325,0
37326,1
37327,0
37328,1
37329,1
37330,1
37331,2
37332,1
37333,1
37334,0
37335,2
37336,0
37337,1
37338,2
37339,1
37340,1
37341,1
37342,1
37343,0
37344,0
37345,0
37346,0
37347,1
37348,2
37349,0
37350,2
37351,1
37352,2
37353,0
37354,1
37355,1
37356,1
37357,1
37358,1
37359,1
37360,2
37361,0
37362,1
37363,1
37364,1
37365,0
37366,2
37367,1
37368,1
37369,1
37370,1
37371,1
37372,1
37373,1
37374,0
37375,0
37376,1
37377,1
37378,0
37379,0
37380,1
37381,1
37382,1
37383,1
37384,0
37385,1
37386,1
37387,1
37388,2
37389,0
37390,2
37391,0
37392,1
37393,1
37394,1
37395,2
37396,0
37397,1
37398,1
37399,1
37400,0
37401,0
37402,0
37403,1
37404,1
37405,1
37406,1
37407,2
37408,2
37409,1
37410,1
37411,0
37412,1
37413,2
37414,1
37415,1
37416,2
37417,1
37418,0
37419,0
37420,2
37421,0
37422,1
37423,0
37424,0
37425,1
37426,0
37427,0
37428,1
37429,1
37430,0
37431,0
37432,2
37433,2
37434,1
37435,1
37436,2
37437,2
37438,1
37439,0
37440,2
37441,1
37442,2
37443,0
37444,0
37445,1
37446,2
37447,1
37448,1
37449,1
37450,1
37451,1
37452,1
37453,1
37454,0
37455,1
37456,0
37457,1
37458,1
37459,1
37460,1
37461,1
37462,1
37463,1
37464,2
37465,0
37466,2
37467,1
37468,2
37469,1
37470,0
37471,2
37472,0
37473,2
37474,1
37475,1
37476,1
37477,1
37478,1
37479,0
37480,1
37481,1
37482,0
37483,0
37484,1
37485,1
37486,1
37487,1
37488,1
37489,1
37490,0
37491,0
37492,1
37493,0
37494,1
37495,1
37496,1
37497,2
37498,1
37499,1
37500,1
37501,2
37502,0
37503,0
37504,1
37505,2
37506,1
37507,1
37508,1
37509,1
37510,1
37511,1
37512,0
37513,2
37514,2
37515,2
37516,2
37517,0
37518,0
37519,1
37520,2
37521,1
37522,1
37523,1
37524,1
37525,0
37526,1
37527,0
37528,1
37529,0
37530,1
37531,2
37532,2
37533,1
37534,1
37535,1
37536,0
37537,0
37538,0
37539,2
37540,1
37541,1
37542,0
37543,1
37544,1
37545,0
37546,0
37547,0
37548,2
37549,0
37550,2
37551,1
37552,0
37553,1
37554,1
37555,1
37556,1
37557,1
37558,0
37559,1
37560,0
37561,2
37562,2
37563,0
37564,2
37565,1
37566,1
37567,1
37568,1
37569,0
37570,1
37571,1
37572,0
37573,0
37574,0
37575,1
37576,0
37577,0
37578,1
37579,2
37580,1
37581,1
37582,0
37583,2
37584,1
37585,1
37586,2
37587,1
37588,0
37589,2
37590,0
37591,1
37592,1
37593,0
37594,1
37595,0
37596,1
37597,0
37598,0
37599,1
37600,2
37601,0
37602,1
37603,2
37604,0
37605,1
37606,1
37607,0
37608,1
37609,0
37610,1
37611,1
37612,2
37613,1
37614,1
37615,1
37616,0
37617,0
37618,1
37619,0
37620,0
37621,1
37622,1
37623,1
37624,1
37625,1
37626,2
37627,2
37628,1
37629,1
37630,0
37631,0
37632,2
37633,0
37634,0
37635,1
37636,1
37637,1
37638,1
37639,2
37640,1
37641,1
37642,1
37643,1
37644,0
37645,1
37646,2
37647,1
37648,1
37649,1
37650,0
37651,1
37652,2
37653,0
37654,0
37655,1
37656,0
37657,0
37658,1
37659,1
37660,1
37661,0
37662,1
37663,1
37664,1
37665,0
37666,0
37667,1
37668,0
37669,1
37670,2
37671,0
37672,1
37673,1
37674,2
37675,1
37676,1
37677,2
37678,0
37679,2
37680,1
37681,0
37682,1
37683,1
37684,1
37685,1
37686,1
37687,0
37688,1
37689,0
37690,0
37691,0
37692,1
37693,0
37694,1
37695,1
37696,1
37697,2
37698,0
37699,1
37700,1
37701,0
37702,1
37703,2
37704,1
37705,2
37706,2
37707,1
37708,2
37709,0
37710,1
37711,2
37712,0
37713,1
37714,1
37715,0
37716,1
37717,2
37718,2
37719,1
37720,0
37721,1
37722,1
37723,1
37724,0
37725,1
37726,1
37727,0
37728,1
37729,1
37730,1
37731,0
37732,1
37733,1
37734,1
37735,1
37736,1
37737,1
37738,0
37739,0
37740,1
37741,0
37742,0
37743,1
37744,2
37745,0
37746,0
37747,1
37748,1
37749,2
37750,1
37751,0
37752,2
37753,2
37754,1
37755,1
37756,2
37757,2
37758,0
37759,1
37760,1
37761,0
37762,0
37763,1
37764,1
37765,1
37766,0
37767,0
37768,0
37769,1
37770,1
37771,2
37772,0
37773,1
37774,0
37775,1
37776,2
37777,1
37778,0
37779,1
37780,1
37781,1
37782,0
37783,1
37784,0
37785,1
37786,1
37787,2
37788,1
37789,1
37790,1
37791,1
37792,0
37793,2
37794,0
37795,1
37796,1
37797,0
37798,1
37799,0
37800,1
37801,2
37802,1
37803,0
37804,1
37805,1
37806,2
37807,1
37808,1
37809,0
37810,0
37811,2
37812,0
37813,2
37814,1
37815,1
37816,1
37817,0
37818,0
37819,0
37820,0
37821,1
37822,1
37823,2
37824,1
37825,1
37826,1
37827,0
37828,1
37829,2
37830,1
37831,2
37832,2
37833,1
37834,1
37835,1
37836,0
37837,1
37838,1
37839,1
37840,1
37841,0
37842,0
37843,1
37844,0
37845,1
37846,1
37847,0
37848,1
37849,2
37850,1
37851,1
37852,0
37853,1
37854,1
37855,0
37856,2
37857,0
37858,2
37859,0
37860,1
37861,0
37862,1
37863,1
37864,0
37865,1
37866,1
37867,0
37868,0
37869,0
37870,0
37871,1
37872,0
37873,2
37874,1
37875,1
37876,1
37877,2
37878,0
37879,2
37880,1
37881,1
37882,0
37883,0
37884,1
37885,1
37886,1
37887,2
37888,0
37889,1
37890,1
37891,0
37892,1
37893,1
37894,0
37895,1
37896,0
37897,1
37898,1
37899,0
37900,1
37901,1
37902,0
37903,1
37904,0
37905,0
37906,2
37907,0
37908,2
37909,2
37910,2
37911,0
37912,0
37913,1
37914,0
37915,2
37916,2
37917,2
37918,2
37919,1
37920,1
37921,0
37922,0
37923,0
37924,1
37925,0
37926,1
37927,2
37928,1
37929,1
37930,1
37931,1
37932,2
37933,1
37934,2
37935,0
37936,1
37937,0
37938,0
37939,1
37940,0
37941,1
37942,1
37943,1
37944,0
37945,1
37946,1
37947,1
37948,0
37949,2
37950,1
37951,2
37952,1
37953,0
37954,2
37955,1
37956,1
37957,0
37958,1
37959,1
37960,1
37961,0
37962,1
37963,1
37964,0
37965,1
37966,0
37967,0
37968,2
37969,1
37970,1
37971,2
37972,1
37973,0
37974,0
37975,0
37976,1
37977,0
37978,0
37979,1
37980,0
37981,1
37982,2
37983,1
37984,0
37985,0
37986,1
37987,2
37988,1
37989,2
37990,1
37991,1
37992,1
37993,1
37994,1
37995,1
37996,1
37997,1
37998,1
37999,0
38000,0
38001,1
38002,2
38003,0
38004,0
38005,1
38006,1
38007,1
38008,1
38009,1
38010,0
38011,2
38012,2
38013,1
38014,1
38015,0
38016,1
38017,1
38018,2
38019,0
38020,2
38021,1
38022,0
38023,2
38024,1
38025,1
38026,0
38027,1
38028,0
38029,1
38030,1
38031,1
38032,1
38033,0
38034,0
38035,1
38036,0
38037,2
38038,1
38039,1
38040,0
38041,1
38042,0
38043,1
38044,1
38045,1
38046,0
38047,1
38048,0
38049,2
38050,0
38051,1
38052,2
38053,1
38054,0
38055,1
38056,1
38057,0
38058,1
38059,0
38060,2
38061,0
38062,1
38063,2
38064,1
38065,2
38066,1
38067,2
38068,1
38069,2
38070,1
38071,1
38072,1
38073,1
38074,1
38075,0
38076,0
38077,0
38078,1
38079,1
38080,1
38081,1
38082,1
38083,0
38084,0
38085,1
38086,1
38087,0
38088,0
38089,1
38090,1
38091,2
38092,1
38093,1
38094,0
38095,1
38096,2
38097,1
38098,0
38099,1
38100,0
38101,1
38102,1
38103,2
38104,0
38105,0
38106,1
38107,0
38108,0
38109,2
38110,1
38111,1
38112,0
38113,1
38114,1
38115,1
38116,1
38117,2
38118,1
38119,0
38120,1
38121,2
38122,1
38123,1
38124,2
38125,1
38126,1
38127,1
38128,0
38129,1
38130,1
38131,1
38132,0
38133,1
38134,2
38135,0
38136,1
38137,1
38138,1
38139,1
38140,1
38141,1
38142,2
38143,1
38144,1
38145,1
38146,0
38147,1
38148,0
38149,1
38150,1
38151,2
38152,1
38153,0
38154,0
38155,1
38156,1
38157,1
38158,2
38159,0
38160,0
38161,0
38162,0
38163,1
38164,1
38165,2
38166,1
38167,0
38168,1
38169,1
38170,0
38171,2
38172,1
38173,1
38174,2
38175,1
38176,0
38177,1
38178,1
38179,1
38180,0
38181,0
38182,1
38183,0
38184,1
38185,0
38186,1
38187,1
38188,1
38189,0
38190,2
38191,2
38192,0
38193,1
38194,1
38195,0
38196,0
38197,2
38198,1
38199,2
38200,2
38201,0
38202,1
38203,0
38204,1
38205,0
38206,1
38207,1
38208,0
38209,1
38210,0
38211,1
38212,1
38213,1
38214,1
38215,1
38216,1
38217,0
38218,1
38219,1
38220,0
38221,0
38222,2
38223,2
38224,1
38225,1
38226,1
38227,1
38228,1
38229,0
38230,0
38231,1
38232,1
38233,1
38234,2
38235,2
38236,1
38237,1
38238,0
38239,1
38240,1
38241,0
38242,0
38243,1
38244,0
38245,1
38246,1
38247,0
38248,1
38249,0
38250,0
38251,1
38252,1
38253,1
38254,0
38255,1
38256,1
38257,1
38258,0
38259,2
38260,1
38261,2
38262,1
38263,1
38264,1
38265,0
38266,2
38267,0
38268,0
38269,0
38270,1
38271,0
38272,1
38273,1
38274,1
38275,1
38276,0
38277,0
38278,0
38279,0
38280,1
38281,0
38282,1
38283,1
38284,1
38285,0
38286,1
38287,1
38288,1
38289,1
38290,1
38291,2
38292,0
38293,2
38294,1
38295,0
38296,1
38297,1
38298,1
38299,2
38300,1
38301,2
38302,0
38303,1
38304,2
38305,1
38306,1
38307,0
38308,1
38309,1
38310,1
38311,1
38312,0
38313,2
38314,1
38315,2
38316,1
38317,1
38318,1
38319,1
38320,1
38321,2
38322,0
38323,1
38324,0
38325,2
38326,0
38327,2
38328,1
38329,0
38330,1
38331,2
38332,1
38333,0
38334,2
38335,0
38336,1
38337,1
38338,0
38339,1
38340,2
38341,1
38342,0
38343,0
38344,1
38345,1
38346,1
38347,1
38348,1
38349,1
38350,0
38351,1
38352,1
38353,2
38354,1
38355,1
38356,2
38357,0
38358,1
38359,1
38360,1
38361,0
38362,1
38363,1
38364,2
38365,0
38366,0
38367,0
38368,0
38369,0
38370,1
38371,0
38372,1
38373,0
38374,2
38375,1
38376,1
38377,2
38378,1
38379,1
38380,1
38381,1
38382,1
38383,0
38384,1
38385,1
38386,0
38387,2
38388,1
38389,2
38390,0
38391,1
38392,1
38393,2
38394,1
38395,0
38396,1
38397,0
38398,1
38399,0
38400,0
38401,1
38402,1
38403,2
38404,1
38405,1
38406,1
38407,0
38408,1
38409,1
38410,2
38411,1
38412,0
38413,1
38414,1
38415,1
38416,1
38417,1
38418,0
38419,0
38420,0
38421,0
38422,0
38423,1
38424,1
38425,1
38426,1
38427,2
38428,1
38429,1
38430,1
38431,1
38432,2
38433,2
38434,0
38435,1
38436,1
38437,0
38438,0
38439,1
38440,1
38441,1
38442,0
38443,1
38444,2
38445,1
38446,1
38447,1
38448,1
38449,0
38450,1
38451,1
38452,0
38453,1
38454,2
38455,0
38456,1
38457,1
38458,2
38459,2
38460,1
38461,0
38462,1
38463,2
38464,1
38465,0
38466,0
38467,0
38468,0
38469,0
38470,1
38471,1
38472,0
38473,2
38474,0
38475,1
38476,1
38477,1
38478,1
38479,1
38480,0
38481,1
38482,0
38483,1
38484,1
38485,1
38486,1
38487,1
38488,1
38489,1
38490,0
38491,1
38492,2
38493,0
38494,0
38495,1
38496,0
38497,2
38498,2
38499,2
38500,1
38501,2
38502,2
38503,0
38504,0
38505,0
38506,0
38507,0
38508,0
38509,1
38510,1
38511,1
38512,1
38513,1
38514,1
38515,2
38516,1
38517,0
38518,1
38519,1
38520,2
